contestant_id,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,elimination_week,J_pct,week,industry_std,is_US,age_bin,rank_judge,rank_final
"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,7,80.0,4,TV_Personality,0,18-25,4.0,8
Valerie Harper_S17,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,4,60.0,4,Actor,1,55+,10.0,10
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,86.66666666666667,5,Actor,1,26-35,6.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,80.0,5,Comedian,1,55+,8.0,4
Brant Daugherty_S17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,8,90.0,5,Actor,1,26-35,3.0,7
Christina Milian_S17,Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,5,93.33333333333331,5,Musician,1,26-35,1.0,9
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,93.33333333333331,5,Actor,1,18-25,1.0,2
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,86.66666666666667,5,Actor,1,36-45,6.0,6
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,90.0,5,TV_Personality,0,26-35,3.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,73.33333333333333,5,Actor,1,36-45,9.0,5
"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,7,90.0,5,TV_Personality,0,18-25,3.0,8
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,53.33316666666666,6,Actor,1,26-35,6.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,79.99966666666667,6,Comedian,1,55+,5.0,4
Brant Daugherty_S17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,8,51.66666666666667,6,Actor,1,26-35,8.0,7
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,89.99966666666666,6,Actor,1,18-25,3.0,2
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,53.333,6,Actor,1,36-45,7.0,6
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,89.99933333333333,6,TV_Personality,0,26-35,4.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,93.33299999999998,6,Actor,1,36-45,2.0,5
"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,7,100.0,6,TV_Personality,0,18-25,1.0,8
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,98.33333333333331,7,Actor,1,26-35,1.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,83.33333333333334,7,Comedian,1,55+,8.0,4
Brant Daugherty_S17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,8,95.0,7,Actor,1,26-35,3.0,7
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,98.33333333333331,7,Actor,1,18-25,1.0,2
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,90.0,7,Actor,1,36-45,5.0,6
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,95.0,7,TV_Personality,0,26-35,3.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,88.33333333333333,7,Actor,1,36-45,7.0,5
"Nicole ""Snooki"" Polizzi_S17","Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,7,90.0,7,TV_Personality,0,18-25,5.0,8
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,93.33333333333331,8,Actor,1,26-35,3.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,80.0,8,Comedian,1,55+,7.0,4
Brant Daugherty_S17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,8,90.0,8,Actor,1,26-35,5.0,7
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,100.0,8,Actor,1,18-25,1.0,2
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,83.33333333333334,8,Actor,1,36-45,6.0,6
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,100.0,8,TV_Personality,0,26-35,1.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,93.33333333333331,8,Actor,1,36-45,3.0,5
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,85.0,9,Actor,1,26-35,5.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,70.0,9,Comedian,1,55+,6.0,4
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,96.66666666666669,9,Actor,1,18-25,1.0,2
Elizabeth Berkley Lauren_S17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,9,93.33333333333331,9,Actor,1,36-45,2.0,6
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,90.0,9,TV_Personality,0,26-35,3.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,90.0,9,Actor,1,36-45,3.0,5
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,98.75,10,Actor,1,26-35,1.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,75.0,10,Comedian,1,55+,5.0,4
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,93.75,10,Actor,1,18-25,2.0,2
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,88.75,10,TV_Personality,0,26-35,3.0,3
Leah Remini_S17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,10,81.25,10,Actor,1,36-45,4.0,5
Amber Riley_S17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,finalist,52.222,11,Actor,1,26-35,4.0,1
Bill Engvall_S17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,11,84.99966666666666,11,Comedian,1,55+,3.0,4
Corbin Bleu_S17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,finalist,98.888,11,Actor,1,18-25,1.0,2
Jack Osbourne_S17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,finalist,93.33299999999998,11,TV_Personality,0,26-35,2.0,3
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,80.0,1,Athlete,1,26-35,3.0,2
Billy Dee Williams_S18,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,withdrew,50.0,1,Actor,1,55+,12.0,10
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,83.33333333333334,1,Actor,1,36-45,2.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,90.0,1,Athlete,1,26-35,1.0,5
Cody Simpson_S18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,73.33333333333333,1,Musician,0,18-25,6.0,9
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,80.0,1,Actor,1,36-45,3.0,6
Diana Nyad_S18,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,2,60.0,1,Athlete,1,55+,11.0,12
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,70.0,1,Comedian,1,46-55,7.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,70.0,1,Actor,1,18-25,7.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,80.0,1,Athlete,1,26-35,3.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,70.0,1,TV_Personality,1,46-55,7.0,7
Sean Avery_S18,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,2,66.66666666666666,1,Athlete,0,26-35,10.0,11
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,80.0,2,Athlete,1,26-35,4.0,2
Billy Dee Williams_S18,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,withdrew,50.0,2,Actor,1,55+,11.0,10
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,70.0,2,Actor,1,36-45,7.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,83.33333333333334,2,Athlete,1,26-35,1.0,5
Cody Simpson_S18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,73.33333333333333,2,Musician,0,18-25,6.0,9
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,80.0,2,Actor,1,36-45,4.0,6
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,70.0,2,Comedian,1,46-55,7.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,83.33333333333334,2,Actor,1,18-25,1.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,83.33333333333334,2,Athlete,1,26-35,1.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,70.0,2,TV_Personality,1,46-55,7.0,7
Sean Avery_S18,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,2,70.0,2,Athlete,0,26-35,7.0,11
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,90.0,3,Athlete,1,26-35,2.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,80.0,3,Actor,1,36-45,7.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,90.0,3,Athlete,1,26-35,2.0,5
Cody Simpson_S18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,87.5,3,Musician,0,18-25,6.0,9
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,90.0,3,Actor,1,36-45,2.0,6
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,75.0,3,Comedian,1,46-55,9.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,90.0,3,Actor,1,18-25,2.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,97.5,3,Athlete,1,26-35,1.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,77.5,3,TV_Personality,1,46-55,8.0,7
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,85.0,4,Athlete,1,26-35,3.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,70.0,4,Actor,1,36-45,9.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,82.5,4,Athlete,1,26-35,4.0,5
Cody Simpson_S18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,77.5,4,Musician,0,18-25,8.0,9
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,80.0,4,Actor,1,36-45,6.0,6
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,82.5,4,Comedian,1,46-55,4.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,87.5,4,Actor,1,18-25,2.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,97.5,4,Athlete,1,26-35,1.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,80.0,4,TV_Personality,1,46-55,6.0,7
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,92.5,5,Athlete,1,26-35,3.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,87.5,5,Actor,1,36-45,7.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,92.5,5,Athlete,1,26-35,3.0,5
Cody Simpson_S18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,5,85.0,5,Musician,0,18-25,8.0,9
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,97.5,5,Actor,1,36-45,2.0,6
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,70.0,5,Comedian,1,46-55,9.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,100.0,5,Actor,1,18-25,1.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,90.0,5,Athlete,1,26-35,5.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,90.0,5,TV_Personality,1,46-55,5.0,7
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,95.0,6,Athlete,1,26-35,2.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,80.0,6,Actor,1,36-45,7.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,90.0,6,Athlete,1,26-35,3.0,5
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,90.0,6,Actor,1,36-45,3.0,6
Drew Carey_S18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,6,80.0,6,Comedian,1,46-55,7.0,8
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,87.5,6,Actor,1,18-25,5.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,100.0,6,Athlete,1,26-35,1.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,82.5,6,TV_Personality,1,46-55,6.0,7
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,93.75,7,Athlete,1,26-35,2.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,92.5,7,Actor,1,36-45,3.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,88.75,7,Athlete,1,26-35,5.0,5
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,90.0,7,Actor,1,36-45,4.0,6
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,87.5,7,Actor,1,18-25,6.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,97.5,7,Athlete,1,26-35,1.0,1
NeNe Leakes_S18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7,82.5,7,TV_Personality,1,46-55,7.0,7
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,100.0,8,Athlete,1,26-35,1.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,90.0,8,Actor,1,36-45,4.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,100.0,8,Athlete,1,26-35,1.0,5
Danica McKellar_S18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,8,95.0,8,Actor,1,36-45,3.0,6
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,90.0,8,Actor,1,18-25,4.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,90.0,8,Athlete,1,26-35,4.0,1
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,97.5,9,Athlete,1,26-35,2.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,90.0,9,Actor,1,36-45,5.0,3
Charlie White_S18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9,95.0,9,Athlete,1,26-35,3.0,5
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,95.0,9,Actor,1,18-25,3.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,100.0,9,Athlete,1,26-35,1.0,1
Amy Purdy_S18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,finalist,98.88866666666668,10,Athlete,1,26-35,2.0,2
Candace Cameron Bure_S18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,finalist,86.666,10,Actor,1,36-45,4.0,3
James Maslow_S18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,10,96.66666666666669,10,Actor,1,18-25,3.0,4
Meryl Davis_S18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,finalist,100.0,10,Athlete,1,26-35,1.0,1
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,90.0,1,Actor,1,36-45,1.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,62.5,1,Actor,0,36-45,10.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,80.0,1,Other,1,18-25,3.0,4
Betsey Johnson_S19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,50.0,1,Other,1,55+,13.0,10
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,72.5,1,Actor,1,18-25,7.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,75.0,1,Actor,1,26-35,6.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,80.0,1,Actor,1,46-55,3.0,6
Lolo Jones_S19,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,1,55.00000000000001,1,Athlete,1,26-35,12.0,13
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,62.5,1,Athlete,1,46-55,10.0,7
Randy Couture_S19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,3,77.5,1,Athlete,1,46-55,5.0,11
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,85.0,1,TV_Personality,1,18-25,2.0,2
Tavis Smiley_S19,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,2,72.5,1,Other,1,46-55,7.0,12
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,67.5,1,Comedian,0,55+,9.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,80.0,2,Actor,1,36-45,4.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,77.5,2,Actor,0,36-45,5.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,82.5,2,Other,1,18-25,3.0,4
Betsey Johnson_S19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,70.0,2,Other,1,55+,8.0,10
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,85.0,2,Actor,1,18-25,2.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,75.0,2,Actor,1,26-35,7.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,87.5,2,Actor,1,46-55,1.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,60.0,2,Athlete,1,46-55,12.0,7
Randy Couture_S19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,3,70.0,2,Athlete,1,46-55,8.0,11
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,77.5,2,TV_Personality,1,18-25,5.0,2
Tavis Smiley_S19,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,2,70.0,2,Other,1,46-55,8.0,12
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,70.0,2,Comedian,0,55+,8.0,5
Alfonso Ribeiro_S19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,finalist,80.0,3,Actor,1,36-45,4.0,1
Antonio Sabato Jr._S19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,7,72.5,3,Actor,0,36-45,8.0,8
Bethany Mota_S19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,11,100.0,3,Other,1,18-25,1.0,4
Betsey Johnson_S19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,4,72.5,3,Other,1,55+,8.0,10
Janel Parrish_S19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,finalist,100.0,3,Actor,1,18-25,1.0,3
Jonathan Bennett_S19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,6,80.0,3,Actor,1,26-35,4.0,9
Lea Thompson_S19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,9,77.5,3,Actor,1,46-55,7.0,6
Michael Waltrip_S19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,8,70.0,3,Athlete,1,46-55,10.0,7
Randy Couture_S19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,3,65.0,3,Athlete,1,46-55,11.0,11
Sadie Robertson_S19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,finalist,80.0,3,TV_Personality,1,18-25,4.0,2
Tommy Chong_S19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,10,85.0,3,Comedian,0,55+,3.0,5
